status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Sapphire","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Sapphire","Ed Sheeran","Play","","",""
"Not uploaded","Sapphire","Ed Sheeran","Sapphire","","",""
"Not uploaded","Sapphire","","Down on My Knees","","",""
"Not uploaded","Sapphire","Ed Sheeran","Play (Deluxe)","","",""
"Not uploaded","Sapphire - Unplugged","Ed Sheeran","Sapphire (Unplugged)","","",""
"Not uploaded","Sappy (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Sappy - 1990 Studio Demo","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Sappy - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Sappy - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Sappy - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sappy - Smart Sessions","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Sappy - Smart Sessions","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Sarangi","Sushant KC","Sarangi","","",""
"Not uploaded","Sasto Mutu","Sajjan Raj Vaidya","Sasto Mutu","","",""
"Not uploaded","Satayera","Sushant KC","Maya Ma (2018 Compilation)","","",""
"Not uploaded","Sathi","Sushant KC","Sathi","","",""
"Not uploaded","Save Myself","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Save the Population","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Savior","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","Savior","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Savior","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Say You Will","Kanye West","808s & Heartbreak","","",""
"Not uploaded","Scar Tissue","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Scar Tissue","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Scar Tissue","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Scar Tissue","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Scentless Apprentice","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice","Nirvana","In Utero","","",""
"Not uploaded","Scentless Apprentice - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Scentless Apprentice - Demo","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice - Demo","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Scentless Apprentice - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Scentless Apprentice - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero 30th Live","","",""
"Not uploaded","Scentless Apprentice - Live In Seattle, WA., December 13, 1993","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Scentless Apprentice - Rehearsal Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","School","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","School","Nirvana","Bleach","","",""
"Not uploaded","School (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","School - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","School - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","School - Live At Paramount Theatre/1991","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","School - Live At Paramount Theatre/1991","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","School - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","School - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","School - Live In Amsterdam, Netherlands/1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","School - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","School - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","School - Live In Melbourne, Australia For Triple J/1992","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","School Spirit","Kanye West","The College Dropout","","",""
"Not uploaded","School Spirit Skit 1","Kanye West","The College Dropout","","",""
"Not uploaded","School Spirit Skit 2","Kanye West","The College Dropout","","",""
"Not uploaded","Scoff","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Scoff","Nirvana","Bleach","","",""
"Not uploaded","Scoff (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Scraped","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","Search and Destroy - 2012 Remaster","Red Hot Chili Peppers","Rock & Roll Hall of Fame Covers - EP","","",""
"Not uploaded","Secrets","The Weeknd","Starboy (Deluxe)","","",""
"Not uploaded","See You In My Nightmares","Kanye West, Lil Wayne","808s & Heartbreak","","",""
"Not uploaded","Selah","Kanye West","JESUS IS KING","","",""
"Not uploaded","Send It Up","Kanye West","Yeezus","","",""
"Not uploaded","Senta no pau do seu preto","Dj Thales Jql, DJ DIDI","Senta no pau do seu preto","","",""
"Not uploaded","Sequencia da Botada","Dj Thales Jql","Sequencia da Botada","","",""
"Not uploaded","Sequencia do Peixão","Dj Thales Jql, Dj Adrien Martins","Sequencia do Peixão","","",""
"Not uploaded","Sequencia do Vuk","Dj Thales Jql","Sequencia do Vuk","","",""
"Not uploaded","Sequencia do Vuk 2","Dj Thales Jql","Sequencia do Vuk 2","","",""
"Not uploaded","Sequenciada do Jack Pt. 1","Dj Thales Jql","Barulho Jql","","",""
"Not uploaded","Serve The Servants","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Serve The Servants","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Serve The Servants","Nirvana","In Utero","","",""
"Not uploaded","Serve The Servants - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Serve The Servants - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Serve The Servants - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Serve The Servants - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Serve The Servants - Live & Loud","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Serve The Servants - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Serve The Servants - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sex Rap","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Sex Rap - Remastered","Red Hot Chili Peppers","Freaky Styley","","",""
"Not uploaded","Sexy Geet","Jamesy","Sexy Geet","","",""
"Not uploaded","Sexy Mexican Maid - Original Long Version","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Sexy Mexican Maid - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Shackler's Revenge","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","Shadow Of Your Love","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Shadow Of Your Love","Guns N' Roses","Shadow Of Your Love","","",""
"Not uploaded","Shadow Of Your Love","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","Shadow Of Your Love - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Shadow Of Your Love - Live","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Shallow Be Thy Game","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Shallow Be Thy Game","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","Shallow Be Thy Game","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Shanti","The Edge Band","Alag","","",""
"Not uploaded","Shanti Ko Sandesh","The Edge Band","Vibes","","",""
"Not uploaded","Shape of You","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Shape of You","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Shape of You","Ed Sheeran","songs I wrote that almost didn't make it","","",""
"Uploaded","Shape of You","Ed Sheeran","Divide ÷ (Deluxe)","public/songs/Ed Sheeran/Divide ÷ (Deluxe)/Shape of You.mp3","/songs/Ed%20Sheeran/Divide%20%C3%B7%20(Deluxe)/Shape%20of%20You.mp3","D:\vinyl-demo\public\songs\Ed Sheeran\Divide ÷ (Deluxe)\Shape of You.mp3"
"Not uploaded","Shape of You (Piano Version) - Original","","Shape of You (Piano Version) [Original]","","",""
"Not uploaded","Shape of You (Smooth piano cover version)","The Ed Sheeran piano cover smooth boys band","Shape of You (Smooth piano cover version)","","",""
"Not uploaded","Shape of You - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","She","Ed Sheeran","5","","",""
"Not uploaded","She Looks to Me","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","She's Only 18","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","She's a Lover","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Shirtsleeves","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Shirtsleeves","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Shirtsleeves","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Shivers","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Shivers","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Shivers","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Shivers","Ed Sheeran","=","","",""
"Not uploaded","Shivers - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Shoot Me a Smile","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","Shotgun Blues","Guns N' Roses","Use Your Illusion II","","",""
"Not uploaded","Shotgun Blues - 2022 Remaster","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Shotgun Blues - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Show Me Your Soul","Red Hot Chili Peppers","What Hits!?","","",""
"Not uploaded","Shristi ra Dristi","Albatross","Atti Bhayo","","",""
"Not uploaded","Shunidinchau","The Edge Band","Alag","","",""
"Not uploaded","Shunya","Bartika Eam Rai","Taral","","",""
"Not uploaded","Si Ma Na","Bartika Eam Rai","Si Ma Na","","",""
"Not uploaded","Sick Love","Red Hot Chili Peppers","The Getaway","","",""
"Not uploaded","Sida Kura","Jamesy","P2P","","",""
"Not uploaded","Sidewalks (feat. Kendrick Lamar)","The Weeknd, Kendrick Lamar","Starboy (Deluxe)","","",""
"Not uploaded","Sidha Kura","Rockheads","Sidha Kura","","",""
"Not uploaded","Sifting","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Sifting","Nirvana","Bleach","","",""
"Not uploaded","Siiiiiiiiilver Surffffeeeeer Intermission","Kanye West","The Life Of Pablo","","",""
"Not uploaded","Simples das Antiga 2","Dj Thales Jql","Simples das Antiga 2","","",""
"Not uploaded","Simples das Antigas","Dj Thales Jql, MC Menor da VG","Simples das Antigas","","",""
"Not uploaded","Since I Don't Have You","Guns N' Roses","The Spaghetti Incident?","","",""
"Not uploaded","Since I Don't Have You","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","Sing","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Sing","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Sing","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","Sing","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Sing","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","Sing - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Sir Psycho Sexy","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Sir Psycho Sexy","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Six Feet Under","The Weeknd","Starboy (Deluxe)","","",""
"Not uploaded","Skinny Sweaty Man","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Skit #1","Kanye West","Late Registration","","",""
"Not uploaded","Skit #2","Kanye West","Late Registration","","",""
"Not uploaded","Skit #3","Kanye West","Late Registration","","",""
"Not uploaded","Skit #4","Kanye West","Late Registration","","",""
"Not uploaded","Slash Solo - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Slash Solo - Live In Paris, Hippodrome De Vincennes - June 6, 1992","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Slime You Out (feat. SZA)","Drake, SZA","For All The Dogs","","",""
"Not uploaded","Sliver","Nirvana","Incesticide","","",""
"Not uploaded","Sliver","Nirvana","Nirvana","","",""
"Not uploaded","Sliver - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Sliver - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Sliver - Live & Loud","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Sliver - Live At Del Mar B-Side","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Sliver - Live At Del Mar B-Side","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Sliver - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Sliver - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sliver - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sliver - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sliver - Live In Melbourne, Australia For Triple J/1992","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sliver - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Sliver - Live In Springfield, MA., November 10, 1993","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Sliver - Solo Acoustic Demo","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Sliver - Solo Acoustic Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Slow Cheetah","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Slow Jamz","Twista, Kanye West, Jamie Foxx","The College Dropout","","",""
"Not uploaded","Slowly","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Slowly","Ed Sheeran","Play","","",""
"Not uploaded","Slowly","Jamesy","Slowly","","",""
"Not uploaded","Slowly","Ed Sheeran","Play (Deluxe)","","",""
"Not uploaded","Small Bump","Ed Sheeran","+","","",""
"Not uploaded","Small Bump - Live at Wembley Stadium","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Smells Like Teen Spirit","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Smells Like Teen Spirit","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Smells Like Teen Spirit","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Smells Like Teen Spirit","Nirvana","Nirvana","","",""
"Not uploaded","Smells Like Teen Spirit - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Smells Like Teen Spirit - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Smells Like Teen Spirit - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Smells Like Teen Spirit - Butch Vig Mix","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Smells Like Teen Spirit - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Smells Like Teen Spirit - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","Smells Like Teen Spirit - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Smells Like Teen Spirit - Live In Del Mar, California/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Smells Like Teen Spirit - Live In Del Mar, California/1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Smells Like Teen Spirit - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Smells Like Teen Spirit - Live In Seattle, Seattle Center Arena - January 7, 1994","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Smells Like Teen Spirit - Rehearsal Demo","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Smells Like Teen Spirit - Rehearsal Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Smells Like Teen Spirit - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Smells Like Teen Spirit - Remastered 2021","Nirvana","Smells Like Teen Spirit / In Bloom / On A Plain / Lithium / Breed","","",""
"Uploaded","Smile","JAŸ-Z","4:44","public/songs/JAŸ-Z/4_44/Smile.mp3","/songs/JA%C5%B8-Z/4_44/Smile.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\4_44\Smile.mp3"
"Not uploaded","Snow (Hey Oh)","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Snow (Hey Oh)","Red Hot Chili Peppers","Snow (Hey Oh)","","",""
"Not uploaded","So","Ed Sheeran","5","","",""
"Not uploaded","So Appalled","Kanye West, JAŸ-Z, Pusha T, CyHi, Swizz Beatz, RZA","My Beautiful Dark Twisted Fantasy","","",""
"Not uploaded","So Cavu","Dj Thales Jql","A Revolta do Jql","","",""
"Not uploaded","So Fine","Guns N' Roses","Use Your Illusion II","","",""
"Not uploaded","So Fine - 2022 Remaster","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","So Fine - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","So Fine - Live In Las Vegas, Thomas & Mack Center - January 25, 1992","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","So High","Chirag Khadka","Cosmic Soul","","",""
"Not uploaded","So Long, London","Taylor Swift","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","","",""
"Not uploaded","So Many Tears","","So Many Tears","","",""
"Not uploaded","So Much I","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Sochchau K Mero Bare?","Bartika Eam Rai","Aandhii, Ityaadi","","",""
"Not uploaded","Sofa","Ed Sheeran","5","","",""
"Not uploaded","Sofa","Ed Sheeran","Loose Change","","",""
"Not uploaded","Somebody Else","Sajjan Raj Vaidya","Somebody Else","","",""
"Not uploaded","Something In The Way","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Something In The Way","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Something In The Way","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Something In The Way - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Something In The Way - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Something In The Way - Live","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","Something In The Way - Live","Nirvana","MTV Unplugged In New York","","",""
"Not uploaded","Something In The Way - Live At The BBC","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Something In The Way - Live At The BBC","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Something In The Way - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Son Of A Gun - BBC John Peel Session 1990","Nirvana","Incesticide","","",""
"Not uploaded","Song 2 You","","","","",""
"Not uploaded","Song That Made Us What We Are Today - Demo","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Sorry","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","Soulful Street House Beat","Dj khalipha","Soulful Street House Beat","","",""
"Not uploaded","Spaceship","Kanye West, GLC, Consequence","The College Dropout","","",""
"Not uploaded","Spank Thru (Live at Pine Street Theatre)","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Spank Thru - 1985 Fecal Matter Demo","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Spank Thru - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Spank Thru - Live In Rome, Italy, November 19, 1991","Nirvana","From The Muddy Banks Of The Wishkah (Live)","","",""
"Not uploaded","Spark","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Sparsha Sangeet","Purna Rai","Sparsha Sangeet","","",""
"Not uploaded","Sparsha Sangeet - Raw","Purna Rai","Sparsha Sangeet (Raw)","","",""
"Not uploaded","Speak Softly, Love (Love Theme From The Godfather) - Live In Paris, Hippodrome De Vincennes - June 6, 1992","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Special Secret Song Inside","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Speed","Chirag Khadka","Speed","","",""
"Not uploaded","Spiritual Mara Dance Beat 2.0","Dj khalipha","Spiritual Mara Dance Beat 2.0","","",""
"Not uploaded","Spring","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Spring","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","Spring - Live from Emily’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Stadium Arcadium","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Stain","Nirvana","Incesticide","","",""
"Not uploaded","Stand United","French Montana, Kanye West, SAINt JHN, Buju Banton","Stand United","","",""
"Not uploaded","Starboy (feat. Daft Punk)","The Weeknd, Daft Punk","Starboy (Deluxe)","","",""
"Not uploaded","Stargirl Interlude (feat. Lana Del Rey)","The Weeknd, Lana Del Rey","Starboy (Deluxe)","","",""
"Not uploaded","Stay Away","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Stay Away","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","Stay Away","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Stay Away - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","Stay Away - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Stay Away - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Steppers Mara Beat","Dj khalipha","Steppers Mara Beat","","",""
"Not uploaded","Still Dream","Garima Gurung Shah","Chiso Ashtray (Original Motion Picture Soundtrack)","","",""
"Not uploaded","Stone Cold Bush - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Stoned - Bonus Track","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Stoner Life","Chirag Khadka","Stoner Life","","",""
"Not uploaded","Stop The Rain","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Stop The Rain","Ed Sheeran","=","","",""
"Not uploaded","Storm in a Teacup","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Street Lights","Kanye West","808s & Heartbreak","","",""
"Not uploaded","Street Of Dreams","Guns N' Roses","Chinese Democracy","","",""
"Not uploaded","Street Sound Mara Beat","Dj khalipha","Limitless","","",""
"Not uploaded","Stretch You Out - 2006 Remaster","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Strip My Mind","Red Hot Chili Peppers","Stadium Arcadium","","",""
"Not uploaded","Stronger","Kanye West","Graduation","","",""
"Not uploaded","Subterranean Homesick Blues","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Subway To Venus - Remastered 2003","Red Hot Chili Peppers","Mother's Milk","","",""
"Not uploaded","Suchana Suchana Suchana","Albatross","Suchana Suchana Suchana","","",""
"Not uploaded","Suchana! Suchana!! Suchana!!!","Albatross","Raat Ko Rani","","",""
"Not uploaded","Suck My Kiss","Red Hot Chili Peppers","Blood Sugar Sex Magik","","",""
"Not uploaded","Suck My Kiss","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Suck My Kiss","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Suffragette City - Live; 2012 Remaster","Red Hot Chili Peppers","Rock & Roll Hall of Fame Covers - EP","","",""
"Not uploaded","Sukumbaasi","Sajjan Raj Vaidya","Parkhaai","","",""
"Not uploaded","Sukumbaasi","Sajjan Raj Vaidya","Sukumbaasi","","",""
"Not uploaded","Suna Kaanchi","Sajjan Raj Vaidya","Aaja Matra","","",""
"Not uploaded","Suna Kaanchi","Sajjan Raj Vaidya","Suna Kaanchi","","",""
"Not uploaded","Sunburn","Ed Sheeran","5","","",""
"Not uploaded","Sunburn - Deluxe Edition","Ed Sheeran","+","","",""
"Not uploaded","Sundarta Ko Timi","Sabin Rai","Sataha","","",""
"Not uploaded","Sunyata","Tribal Rain","Roka Yo Samay","","",""
"Not uploaded","Supa Ties (feat. DJ Khaled & Raw Youngin)","AAP Deno, DJ Khaled, Raw Youngin","Supa Ties (feat. DJ Khaled & Raw Youngin)","","",""
"Not uploaded","Supermarket Flowers","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Suru Bho Checking","Chirag Khadka","Cosmic Soul","","",""
"Not uploaded","Suseli Gagan","Oasis Thapa","Suseli Gagan","","",""
"Not uploaded","Swap Meet","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Swap Meet","Nirvana","Bleach","","",""
"Not uploaded","Swarga","Purna Rai","Swarga","","",""
"Not uploaded","Swarga","Tribal Rain","Swarga","","",""
"Not uploaded","Sweet Child O' Mine","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Sweet Child O' Mine","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Sweet Child O' Mine","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","Sweet Child O' Mine - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Sweet Child O' Mine - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Sweet Child O' Mine - Live In Paris / 1992","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Sycamore","Ed Sheeran","- (Deluxe)","","",""
"Not uploaded","Symmetry","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Symmetry","Ed Sheeran","Play","","",""
