status,title,artists,album,audio_path,audio_url,file_path
"Not uploaded","Nothing In My Head Besides Timi","Sajjan Raj Vaidya","Katha: Episode I & II","","",""
"Not uploaded","November Rain","Guns N' Roses","Use Your Illusion I","","",""
"Not uploaded","November Rain","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","November Rain - 2022 Version","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","November Rain - 2022 Version","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","November Rain - Acoustic Version / 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","November Rain - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","November Rain - Live In Japan / 1992","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","November Rain - Piano Version / 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Novinha Desce de Quatro","Dj Thales Jql","A Revolta do Jql","","",""
"Not uploaded","OGBA BEAT 4.0","Dj khalipha","OGBA BEAT 4.0","","",""
"Not uploaded","OUTSIDE","Jamesy","RISKTAPE","","",""
"Not uploaded","OUTSIDE","Jamesy","OUTSIDE","","",""
"Uploaded","Off The Grid","Kanye West","Donda (Deluxe)","public/songs/Kanye West/Donda (Deluxe)/Off The Grid.mp3","/songs/Kanye%20West/Donda%20(Deluxe)/Off%20The%20Grid.mp3","D:\vinyl-demo\public\songs\Kanye West\Donda (Deluxe)\Off The Grid.mp3"
"Not uploaded","Off The Grid","Kanye West","Donda","","",""
"Not uploaded","Often - Live","The Weeknd","Live At SoFi Stadium","","",""
"Not uploaded","Ogba beat 3.0","Dj khalipha, Mr Semaith","Ogba beat 3.0","","",""
"Not uploaded","Oh Me - Live","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","Oh Me - Live","Nirvana","MTV Unplugged In New York","","",""
"Not uploaded","Oh Na Na - Nepali Version","Karl Wine, Sushant KC, Yabesh Thapa","Oh Na Na (Nepali Version)","","",""
"Not uploaded","Oh Shuna Maya","The Edge Band","Mero Prayas","","",""
"Not uploaded","Oh The Guilt","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Oh The Guilt","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Ok Ok","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Ok Ok","Kanye West","Donda","","",""
"Not uploaded","Ok Ok pt 2","Kanye West","Donda (Deluxe)","","",""
"Not uploaded","Ok Ok pt 2","Kanye West","Donda","","",""
"Not uploaded","Old Age - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Old Age - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Old Age - Nevermind Outtake","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Old Age - Nevermind Outtake","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Old Phone","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Old Phone","Ed Sheeran","Play","","",""
"Not uploaded","Old Phone","Ed Sheeran","Old Phone","","",""
"Not uploaded","Old Phone","Ed Sheeran","Play (Deluxe)","","",""
"Not uploaded","On A Plain","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","On A Plain","Nirvana","Nevermind (Remastered)","","",""
"Not uploaded","On A Plain","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","On A Plain - 1992/Live at Reading","Nirvana","Live at Reading","","",""
"Not uploaded","On A Plain - Boombox Rehearsals","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","On A Plain - Boombox Rehearsals","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","On A Plain - Devonshire Mix","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","On A Plain - Live","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","On A Plain - Live","Nirvana","MTV Unplugged In New York","","",""
"Not uploaded","On A Plain - Live At The Paramount/1991","Nirvana","Live At The Paramount","","",""
"Not uploaded","On A Plain - Live In Amsterdam, Netherlands/1991","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","On A Plain - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","On A Plain - Live In Tokyo, Japan/1992","Nirvana","Smells Like Teen Spirit / In Bloom / On A Plain / Lithium / Breed","","",""
"Not uploaded","On A Plain - Live In Tokyo, Japan/1992","Nirvana","In Bloom / On A Plain / Lithium / Breed","","",""
"Not uploaded","On A Plain - Live In Tokyo, Japan/1992","Nirvana","On A Plain / Lithium / Breed (Live)","","",""
"Not uploaded","On A Plain - Remastered 2021","Nirvana","Nevermind (30th Anniversary Super Deluxe)","","",""
"Not uploaded","On God","Kanye West","JESUS IS KING","","",""
"Not uploaded","On Mercury","Red Hot Chili Peppers","By the Way (Deluxe Edition)","","",""
"Not uploaded","On Mercury","Red Hot Chili Peppers","By the Way","","",""
"Not uploaded","On My Way","DJ Bishow, Vek","PROJECT COLLABORATION (DELUXE)","","",""
"Not uploaded","On Sight","Kanye West","Yeezus","","",""
"Not uploaded","One","Ed Sheeran","x (10th Anniversary Edition)","","",""
"Not uploaded","One","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","One","Ed Sheeran","x (Deluxe Edition)","","",""
"Not uploaded","One Big Mob","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","One Big Mob","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","One Big Mob","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","One Hot Minute","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","One Hot Minute","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","One Hot Minute","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","One In A Million","Guns N' Roses","G N' R Lies","","",""
"Not uploaded","One Life","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","One Night","Ed Sheeran","5","","",""
"Not uploaded","One Night","Ed Sheeran","Loose Change","","",""
"Not uploaded","One Night","Ed Sheeran","my forgotten favourites","","",""
"Not uploaded","One Way Traffic","Red Hot Chili Peppers","Unlimited Love","","",""
"Not uploaded","Only Women Bleed / Knockin' On Heaven's Door - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Only Women Bleed / Knockin' On Heaven's Door - Live In Rio De Janiero, Estadio De Maracana - January 20, 1991","Guns N' Roses","Use Your Illusion II (Deluxe Edition)","","",""
"Not uploaded","Oohhh Nepal","The Edge Band","Alag","","",""
"Not uploaded","Opalite","Taylor Swift","The Life of a Showgirl","","",""
"Not uploaded","Opalite","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","Opalite","Taylor Swift","The Life of a Showgirl + Acoustic Collection","","",""
"Not uploaded","Opalite - Track by Track","Taylor Swift","The Life of a Showgirl (Track by Track Version)","","",""
"Not uploaded","Open Hearts","The Weeknd","Hurry Up Tomorrow","","",""
"Not uploaded","Open/Close","Red Hot Chili Peppers","Hanalei / Open/Close","","",""
"Not uploaded","Opening","Ed Sheeran","Play (Extended Edition)","","",""
"Not uploaded","Opening","Ed Sheeran","Play","","",""
"Not uploaded","Opening","Ed Sheeran","Play (Deluxe)","","",""
"Not uploaded","Opening Night","The Weeknd","Hurry Up Tomorrow","","",""
"Not uploaded","Opinion - Live Solo Acoustic","Nirvana","Sliver - The Best Of The Box","","",""
"Not uploaded","Opinion - Live Solo Acoustic","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Oppblock","Jamesy, ROCKY","P2P","","",""
"Not uploaded","Organic Anti-Beat Box Band","Red Hot Chili Peppers","The Uplift Mofo Party Plan","","",""
"Not uploaded","Otherside","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Otherside","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Otherside","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Otherside","Red Hot Chili Peppers","Greatest Hits","","",""
"Uploaded","Otis","JAŸ-Z, Kanye West, Otis Redding","Watch The Throne (Deluxe)","public/songs/JAŸ-Z/Watch The Throne (Deluxe)/Otis.mp3","/songs/JA%C5%B8-Z/Watch%20The%20Throne%20(Deluxe)/Otis.mp3","D:\vinyl-demo\public\songs\JAŸ-Z\Watch The Throne (Deluxe)\Otis.mp3"
"Not uploaded","Out In L.A. - 2002 Digital Remaster","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Out In L.A. - Demo Version","Red Hot Chili Peppers","Red Hot Chili Peppers","","",""
"Not uploaded","Out Ta Get Me","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Out Ta Get Me","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Out Ta Get Me - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Out Ta Get Me - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Out Ta Get Me - Live In London / 1987","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Outro","Chirag Khadka","Cosmic Soul","","",""
"Not uploaded","Over Funk - 2006 Remaster","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","OverHeated","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","Overpass Graffiti","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Overpass Graffiti","Ed Sheeran","=","","",""
"Not uploaded","Overpass Graffiti - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Oxytocin","Billie Eilish","Happier Than Ever","","",""
"Not uploaded","P2P","Jamesy","P2P","","",""
"Not uploaded","P2P","Jamesy","P2P","","",""
"Not uploaded","PAAILA","AXIX","PAAILA","","",""
"Not uploaded","PAID","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","PAISA","AXIX","PAAILA","","",""
"Not uploaded","PAPERWORK","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","PARTY (feat. Quavo & Takeoff)","DJ Khaled, Quavo, Takeoff","GOD DID","","",""
"Not uploaded","PARTY (feat. Quavo & Takeoff)","DJ Khaled, Quavo, Takeoff","PARTY (feat. Quavo & Takeoff)","","",""
"Not uploaded","PATRAON 2","Jamesy, Yung G","PATRAON 2","","",""
"Not uploaded","PIMMIE'S DILEMMA","Pimmie, PARTYNEXTDOOR, Drake","$ome $exy $ongs 4 U","","",""
"Not uploaded","POPSTAR (feat. Drake)","DJ Khaled, Drake","POPSTAR (feat. Drake)","","",""
"Not uploaded","POWER","Kanye West","My Beautiful Dark Twisted Fantasy","","",""
"Not uploaded","PROBLEMATIC","¥$, Kanye West, Ty Dolla $ign","VULTURES 1","","",""
"Not uploaded","PROMOTION","¥$, Kanye West, Ty Dolla $ign","VULTURES 2","","",""
"Not uploaded","Pa' Mi Mamá","Were, Dj Khala","Pa' Mi Mamá","","",""
"Not uploaded","Paaila - Remastered","AXIX","Paaila (Remastered)","","",""
"Not uploaded","Pagal","Sushant KC","Pagal","","",""
"Not uploaded","Pagal Nabhana Malai","The Edge Band","Pagal Nabhana Malai","","",""
"Not uploaded","Page","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Page","Ed Sheeran","Autumn Variations","","",""
"Not uploaded","Page - Live from Deborah’s Living Room","Ed Sheeran","Autumn Variations (Fan Living Room Sessions)","","",""
"Not uploaded","Pahaar","Sajjan Raj Vaidya","Suna Kaanchi","","",""
"Not uploaded","Pahaar","Sajjan Raj Vaidya","Pahaar","","",""
"Not uploaded","Pahaar - Live Version","Sajjan Raj Vaidya","Pahaar (Live Version)","","",""
"Not uploaded","Pahuna","Sushant KC","Pahuna","","",""
"Not uploaded","Paisa - Live In Bhaktapur","AXIX","Paisa (Live In Bhaktapur)","","",""
"Not uploaded","Paper Cuts","Nirvana","Bleach (Deluxe Edition)","","",""
"Not uploaded","Paper Cuts","Nirvana","Bleach","","",""
"Not uploaded","Para pass para","Dj khalipha","Para pass para","","",""
"Not uploaded","Paradise City","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Paradise City","Guns N' Roses","Appetite For Destruction","","",""
"Not uploaded","Paradise City","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","Paradise City - 1986 Sound City Session","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Paradise City - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Paradise City - Live In Las Vegas / 1992","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Paradise City - Live In New York, Ritz Theatre - May 16, 1991","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Parallel Universe","Red Hot Chili Peppers","Californication (Deluxe Edition)","","",""
"Not uploaded","Parallel Universe","Red Hot Chili Peppers","Californication","","",""
"Not uploaded","Parallel Universe","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Parallel Universe","Red Hot Chili Peppers","Greatest Hits","","",""
"Not uploaded","Parani","YABI The G.O.A.T, DOUBLE XL","Parani","","",""
"Not uploaded","Paranoid","Kanye West, Mr Hudson","808s & Heartbreak","","",""
"Not uploaded","Paribhasa","Purna Rai","Paribhasa","","",""
"Not uploaded","Pariracha Pani","Chirag Khadka","Jay Shamboo","","",""
"Not uploaded","Parkha Na","Sushant KC","Parkha Na","","",""
"Not uploaded","Parkhaai","Sajjan Raj Vaidya","Parkhaai","","",""
"Not uploaded","Parkhi Rahechu","John Rai","Parkhi Rahechu","","",""
"Not uploaded","Parting Glass - Live at Wembley Stadium","Ed Sheeran","x (Wembley Edition)","","",""
"Not uploaded","Party Monster","The Weeknd","Starboy (Deluxe)","","",""
"Not uploaded","Passinho de BH","Dj Thales Jql","Passinho de BH","","",""
"Not uploaded","Patience","Guns N' Roses","G N' R Lies","","",""
"Not uploaded","Patience","Guns N' Roses","Appetite For Destruction (Super Deluxe Edition)","","",""
"Not uploaded","Patience","Guns N' Roses","Greatest Hits","","",""
"Not uploaded","Patience - Live","Guns N' Roses","Live Era '87-'93 (Live - Deluxe Edition)","","",""
"Not uploaded","Patience - Live In Mexico / 1993","Guns N' Roses","Live Era '87-'93","","",""
"Not uploaded","Pay To Play - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Pay To Play - Smart Sessions","Nirvana","Nevermind (Super Deluxe Edition)","","",""
"Not uploaded","Pay To Play - Smart Sessions","Nirvana","Nevermind (Deluxe Edition)","","",""
"Not uploaded","Pea","Red Hot Chili Peppers","One Hot Minute (Deluxe Edition)","","",""
"Not uploaded","Pea","Red Hot Chili Peppers","One Hot Minute","","",""
"Not uploaded","Pea","Red Hot Chili Peppers","The Studio Album Collection 1991 - 2011","","",""
"Not uploaded","Peace and Love","Red Hot Chili Peppers","Return of the Dream Canteen","","",""
"Not uploaded","Pen Cap Chew - Demo","Nirvana","With The Lights Out - Box Set","","",""
"Not uploaded","Penguins","Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Pennyroyal Tea","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea","Nirvana","In Utero","","",""
"Not uploaded","Pennyroyal Tea - 2013 Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - 2013 Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - 2023 Remaster","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Pennyroyal Tea - Demo / Instrumental","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - Demo / Instrumental","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - Live","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","Pennyroyal Tea - Live","Nirvana","MTV Unplugged In New York","","",""
"Not uploaded","Pennyroyal Tea - Live & Loud","Nirvana","Live And Loud","","",""
"Not uploaded","Pennyroyal Tea - Live & Loud","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero (30th Anniversary Super Deluxe)","","",""
"Not uploaded","Pennyroyal Tea - Live In Los Angeles, Great Western Forum - December 30, 1993","Nirvana","In Utero 30th Live","","",""
"Not uploaded","Pennyroyal Tea - Rehearsal","Nirvana","MTV Unplugged In New York (25th Anniversary)","","",""
"Not uploaded","Pennyroyal Tea - Scott Litt Mix","Nirvana","In Utero (Super Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - Scott Litt Mix","Nirvana","In Utero (Deluxe Edition)","","",""
"Not uploaded","Pennyroyal Tea - Single Mix","Nirvana","Nirvana","","",""
"Not uploaded","Perfect","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Perfect","Ed Sheeran","+-=÷× (Tour Collection)","","",""
"Not uploaded","Perfect","Ed Sheeran","Divide ÷ (Deluxe)","","",""
"Not uploaded","Perfect","Ed Sheeran","kiss me under the light of a thousand stars","","",""
"Not uploaded","Perfect","Edward Christopher Sheeran, Melissa Black","Perfect","","",""
"Not uploaded","Perfect (Arr. for 4 Marimbas)","Edward Christopher Sheeran, The Wave Quartet","Perfect (Arr. for 4 Marimbas)","","",""
"Not uploaded","Perfect (Smooth piano cover version)","The Ed Sheeran piano cover smooth boys band","Perfect (Smooth piano cover version)","","",""
"Not uploaded","Perfect - Live","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Perfect Crime","Guns N' Roses","Use Your Illusion I","","",""
"Not uploaded","Perfect Crime - 2022 Remaster","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","Perfect Crime - 2022 Remaster","Guns N' Roses","Use Your Illusion (Super Deluxe)","","",""
"Not uploaded","Perfect Crime - Live In London, Wembley Stadium - August 31, 1991","Guns N' Roses","Use Your Illusion I (Deluxe Edition)","","",""
"Not uploaded","Perhaps","Guns N' Roses","Perhaps","","",""
"Not uploaded","Permutation - Live in Montreal, 2006","Red Hot Chili Peppers","Snow (Hey Oh)","","",""
"Not uploaded","Peru","Fireboy DML, Ed Sheeran","= (Tour Edition)","","",""
"Not uploaded","Phone Ko No. ?","Sushant KC, Foeseal","Phone Ko No. ?","","",""
"Not uploaded","Phone Ko Number? (Utsav Remix)","Sushant KC, Foeseal, Utsav","Phone Ko Number? (Utsav Remix)","","",""
"Not uploaded","Phool Oonko Sweater","Sujan Chapagain, ArtMandu","Phool Oonko Sweater","","",""
"Not uploaded","Photograph","Ed Sheeran","+-=÷× (Tour Collection: Live)","","",""
"Not uploaded","Photograph","Ed Sheeran","+-=÷× (Tour Collection)","","",""
